target_id,accuracy
1,52.49865663621709
2,69.10263299301451
3,55.66899516389038
4,73.13272434175174
5,63.24556689951639
6,54.21816227834497
7,65.44868350349275
8,64.85760343901129
9,54.916711445459434
10,38.09779688339602
11,63.94411606663084
12,46.96399785061795
13,44.70714669532509
14,56.79742074153681
15,63.1380977968834
16,62.708221386351426
17,62.17087587318646
18,70.06985491671145
19,50.72541644277271
20,58.14078452444922
21,63.51423965609887
22,61.4185921547555
23,55.29285330467491
