target_id,accuracy
1,66.46963997850618
2,68.08167651800107
3,58.30198817839871
4,68.72649113379903
5,61.25738850080602
6,56.79742074153681
7,65.39494895217625
8,68.88769478774852
9,58.4631918323482
10,37.990327780763025
11,64.15905427189684
12,41.69801182160129
13,52.176249328318114
14,56.74368619022031
15,59.537882858678124
16,62.708221386351426
17,60.88124664159055
18,60.23643202579259
19,47.44760881246642
20,58.893068242880176
21,56.958624395486304
22,63.1380977968834
23,55.077915099408926
