target_id,accuracy
1,59.43041375604514
2,70.60720042987641
3,63.997850617947336
4,71.03707684040839
5,60.98871574422353
6,62.76195593766792
7,70.92960773777538
8,65.82482536270821
9,57.818377216550246
10,39.11875335840946
11,62.54701773240193
12,40.300913487372384
13,49.3283181085438
14,64.32025792584632
15,48.683503492745835
16,76.51800107469103
17,54.00322407307899
18,75.4970445996776
19,29.39279957012359
20,50.88662009672219
21,69.10263299301451
22,53.73455131649651
23,60.61257388500806
