epoch,alpha,beta,gamma,L_cls,L_mmd,L_disc,L_lsd,total_loss
1,0.024994792968420665,0.00024994792968420666,-0.9750052070315793,0.5604148558501539,0.05625595473523798,0.1851725006668732,-0.007673426399786218,0.5693488809569128
2,0.049958374957880025,0.0004995837495788002,-0.95004162504212,0.4384669317253705,0.03828253712633561,0.2880116916936019,-0.0064903489422657255,0.446689450535281
3,0.0748596906874992,0.000748596906874992,-0.9251403093125008,0.3795471432907828,0.032218288373330545,0.3309832302660778,-0.00413518327708328,0.38603239429408104
4,0.0996679946249559,0.000996679946249559,-0.9003320053750441,0.33861264535065355,0.03105327454877311,0.35831628791217146,-0.0034486738099829004,0.3451697415318982
5,0.12435300177159614,0.0012435300177159614,-0.8756469982284039,0.30925141634612247,0.031182930001924777,0.3751605173637127,-0.0014462897680491082,0.31486206527413996
6,0.14888503362331806,0.0014888503362331807,-0.8511149663766819,0.285948323021675,0.03071685771233049,0.3901980822456294,-0.0007452335041056484,0.29173683349428503
7,0.17323515783466026,0.0017323515783466026,-0.8267648421653397,0.25820111586102124,0.028788222642294293,0.399741409667607,0.0004980685450297234,0.2634689584374428
8,0.197375320224904,0.00197375320224904,-0.802624679775096,0.24231939582989134,0.0291698288879004,0.4073568957632986,0.004053871401240407,0.24562708493964425
9,0.22127846789844408,0.002212784678984441,-0.7787215321015559,0.22786609520172252,0.027545461109999954,0.4187598269561241,-8.504126448127048e-05,0.234954162404455
10,0.2449186624037092,0.002449186624037092,-0.7550813375962908,0.2157292440533638,0.02732820523067795,0.4242116228259843,0.0026539491486644315,0.2214574577479527
11,0.2682711820216015,0.002682711820216015,-0.7317288179783985,0.20112515960274072,0.02592183932148177,0.43118507337981254,0.0027685870198434588,0.20721013111800984
12,0.2913126124515908,0.002913126124515908,-0.7086873875484092,0.18973522761772418,0.025572711280707656,0.43479875706393145,0.0032241161860493495,0.1961666134924724
13,0.31402092534699766,0.0031402092534699765,-0.6859790746530023,0.18108327301411792,0.025969267533770924,0.4392198945941596,0.005649758079455531,0.18674179372088662
14,0.3363755443363323,0.003363755443363323,-0.6636244556636677,0.16773387404351398,0.02581538349903863,0.44433873121080725,0.0030080229886968075,0.1759159878410142
15,0.35835739835078595,0.0035835739835078594,-0.641642601649214,0.16233600984359609,0.025156698607165236,0.4471170511739007,0.007958039330615379,0.16784715986457363
16,0.379948962255225,0.0037994896225522503,-0.620051037744775,0.15526525522100515,0.025044362446100546,0.44957686498247346,0.00569357332203473,0.16295869134623428
17,0.401134284947946,0.00401134284947946,-0.598865715052054,0.14646535842069264,0.024549443467423833,0.4544477940633379,0.004491570450572281,0.1554460790136765
18,0.4218990052500078,0.004218990052500078,-0.5781009947499922,0.1438527324333273,0.027649924319622845,0.4578228459276002,0.00393523881412593,0.15517479232672987
19,0.44223035604572614,0.004422303560457261,-0.5577696439542739,0.13266691347134524,0.024385574048963087,0.4587904266242323,0.006954003988508263,0.14160113100861682
20,0.4621171572600098,0.004621171572600098,-0.5378828427399902,0.12594538850003276,0.023491619315383763,0.46281294370519704,0.003450815481583363,0.1370838707120254
21,0.481549798364308,0.00481549798364308,-0.518450201635692,0.1228176368207767,0.023352131857697307,0.4658113754001157,0.007613123213904428,0.1323589390978731
22,0.5005202111902354,0.005005202111902354,-0.4994797888097646,0.11744906676226649,0.02317140097248143,0.46818406366068743,0.009626883716354596,0.12658174592873145
23,0.519021833898222,0.00519021833898222,-0.480978166101778,0.11340101384397211,0.02288072389261476,0.46932517403158647,0.007989073088914478,0.12386993999625075
24,0.5370495669980351,0.005370495669980351,-0.4629504330019649,0.10195953347559633,0.022574360739311267,0.4732861991586356,0.010967916544579001,0.1115472636603076
25,0.5545997223493822,0.005545997223493821,-0.44540027765061785,0.10089362168620372,0.022893108941357713,0.47513275773360814,0.007117748914832442,0.11305497111431484
26,0.5716699660851172,0.005716699660851172,-0.4283300339148828,0.09892268658711992,0.022311396126089424,0.47617843130539206,0.010855068358319715,0.10975005940116685
27,0.5882592563981055,0.005882592563981055,-0.4117407436018945,0.09581258854475515,0.022063829422253985,0.47895062534973537,0.008132648012241558,0.10826076965393691
28,0.6043677771171636,0.006043677771171636,-0.3956322228828364,0.09497797103791401,0.022655957763821913,0.4794435254458723,0.015297100475812652,0.10551607936363795
29,0.6199968679693741,0.0061999686796937415,-0.38000313203062586,0.0901646429094775,0.022931974927156137,0.47957407143609276,0.01057457887158119,0.10333736600547001
30,0.6351489523872873,0.006351489523872873,-0.3648510476127127,0.08368399565846756,0.02183690728170091,0.48190275348466016,0.009901104189840883,0.09700205626672712
31,0.6498274636719203,0.0064982746367192035,-0.35017253632807965,0.07687632238556599,0.021184890691576332,0.4840118145120555,0.011449689663753941,0.0897787208187169
32,0.6640367702678489,0.0066403677026784895,-0.3359632297321511,0.07335587892809818,0.021440435265158785,0.48582287081356706,0.012011749438082414,0.08678365229018803
33,0.6777821008468294,0.0067778210084682945,-0.32221789915317056,0.07729266564650782,0.020794290760210877,0.4869709749673975,0.005818171432173554,0.09281254630407383
34,0.6910694698329305,0.006910694698329305,-0.3089305301670695,0.0755560923496197,0.021172396228488148,0.48836510448620235,0.011659867242620936,0.08996054208998022
35,0.7039056039366212,0.007039056039366212,-0.29609439606337884,0.0701308288964732,0.020968947495365965,0.48796655032141456,0.011378802339032549,0.08495661295179663
36,0.7162978701990246,0.007162978701990246,-0.2837021298009754,0.06786186556363928,0.020997221453179574,0.48887980446733276,0.0112698413301179,0.08320668808602054
37,0.7282542059818116,0.007282542059818115,-0.27174579401818844,0.06433766752738378,0.02036136212148543,0.4896371477636798,0.014323609617663194,0.07883933745324612
38,0.7397830512740042,0.0073978305127400425,-0.26021694872599577,0.06315500032285164,0.020598604761320968,0.49046885915871324,0.010890311504069893,0.07918806142848113
