epoch,alpha,beta,gamma,L_cls,L_mmd,L_disc,L_lsd,total_loss
1,0.024994792968420665,0.00024994792968420666,-0.9750052070315793,0.5110150364966228,0.07178346918703153,0.14289732534309912,-0.02593840414995392,0.538135045047464
2,0.049958374957880025,0.0004995837495788002,-0.95004162504212,0.3337329430826779,0.044950747830343654,0.266896125057648,-0.04000423994750298,0.37411764212723436
3,0.0748596906874992,0.000748596906874992,-0.9251403093125008,0.27276165757713644,0.043691517175014676,0.3417068195754084,-0.0373862389422921,0.31087570894381095
4,0.0996679946249559,0.000996679946249559,-0.9003320053750441,0.23217148359479575,0.037134964629236995,0.384288486221741,-0.033068588425019946,0.26602837289201803
5,0.12435300177159614,0.0012435300177159614,-0.8756469982284039,0.19679709870753617,0.04031210318850032,0.41336497869984856,-0.025395764962640583,0.22456178737097773
6,0.14888503362331806,0.0014888503362331807,-0.8511149663766819,0.17281253044975214,0.03945512456241353,0.4198575944736086,-0.02183737977787226,0.19789803336406575
7,0.17323515783466026,0.0017323515783466026,-0.8267648421653397,0.16402891548029308,0.0396699504605655,0.4354160967571982,-0.020770172512756886,0.18882748625915627
8,0.197375320224904,0.00197375320224904,-0.802624679775096,0.13378484842592273,0.03836537277775592,0.4461098138628335,-0.013600737566995466,0.15315402581773954
9,0.22127846789844408,0.002212784678984441,-0.7787215321015559,0.11805959289957738,0.038145925656988704,0.46260321859655706,-0.006068948166071566,0.13225012561627503
10,0.2449186624037092,0.002449186624037092,-0.7550813375962908,0.11070489164056449,0.038898529613326335,0.45566143095493317,-0.0027959520097095357,0.12345903938443496
11,0.2682711820216015,0.002682711820216015,-0.7317288179783985,0.09913573677426782,0.03452234474364026,0.4666558293433025,-0.009031198845558062,0.11625737895996406
12,0.2913126124515908,0.002913126124515908,-0.7086873875484092,0.090656284499785,0.03678313947828679,0.47853559872199747,0.015537389333295668,0.09175455981287463
13,0.31402092534699766,0.0031402092534699765,-0.6859790746530023,0.08633230722926814,0.034217517244918595,0.47288818194948395,-0.008163610860657203,0.10416235749063821
14,0.3363755443363323,0.003363755443363323,-0.6636244556636677,0.07735593353622947,0.03310566652437736,0.46753753670330706,-0.0005081489497538784,0.09040177067549064
15,0.35835739835078595,0.0035835739835078594,-0.641642601649214,0.06923543504471409,0.034146995990183844,0.478293780108978,-0.002602771675246286,0.08485631471307113
16,0.379948962255225,0.0037994896225522503,-0.620051037744775,0.060890716372122025,0.03309704539976243,0.4699608010464701,-0.007968152921389917,0.08019217668936171
17,0.401134284947946,0.00401134284947946,-0.598865715052054,0.05995831657843343,0.03157378416829582,0.4946740084681018,0.01444718947409299,0.0659560249347625
18,0.4218990052500078,0.004218990052500078,-0.5781009947499922,0.058217115860817764,0.03121645128804034,0.48687812377666606,-0.0002523270186743346,0.07358730892682898
19,0.44223035604572614,0.004422303560457261,-0.5577696439542739,0.04315596902421836,0.03187913020494683,0.48627296038742723,0.013699296833786729,0.05176328167576214
20,0.4621171572600098,0.004621171572600098,-0.5378828427399902,0.04727146800222068,0.029642669194988137,0.47827218061891097,0.006563294536418057,0.059649748342304396
21,0.481549798364308,0.00481549798364308,-0.518450201635692,0.062326893114067354,0.031523075982414446,0.47280607552363957,-0.015160567512543037,0.08764361943407305
22,0.5005202111902354,0.005005202111902354,-0.4994797888097646,0.045305726712505365,0.027254908377754277,0.4774146311242005,0.013836618181687362,0.05442580487579107
23,0.519021833898222,0.00519021833898222,-0.480978166101778,0.045628733563654385,0.03004005663739196,0.4715811373858616,-0.0003013116300531567,0.06381271130822856
24,0.5370495669980351,0.005370495669980351,-0.4629504330019649,0.056618206748931574,0.02994225154919871,0.4820733332428439,0.011533802940213153,0.06994807357289667
25,0.5545997223493822,0.005545997223493821,-0.44540027765061785,0.042301314433330094,0.02705309504707312,0.476212942394717,0.012595954298940969,0.05433578696101904
26,0.5716699660851172,0.005716699660851172,-0.4283300339148828,0.0337974290556178,0.023687699327951874,0.48517886729075993,0.003920828795124744,0.04843318873438342
27,0.5882592563981055,0.005882592563981055,-0.4117407436018945,0.034004028083692336,0.025187022213278145,0.4884672375588581,0.027016880759439463,0.04057003050271807
28,0.6043677771171636,0.006043677771171636,-0.3956322228828364,0.030468390644367398,0.024533674153017587,0.4856817475680647,0.026237367090351623,0.03785070911820593
29,0.6199968679693741,0.0061999686796937415,-0.38000313203062586,0.029669494111219358,0.025123076802440757,0.49370249283724815,-0.00513931768464631,0.050259619180498455
30,0.6351489523872873,0.006351489523872873,-0.3648510476127127,0.03456391980229267,0.024206719007985347,0.497442087736623,0.007576763383534351,0.05033389954217549
31,0.6498274636719203,0.0064982746367192035,-0.35017253632807965,0.02393516434902518,0.024549227304242808,0.4985425020086354,0.01911878595550159,0.03643271872966454
32,0.6640367702678489,0.0066403677026784895,-0.3359632297321511,0.03188126076590912,0.02569177576565537,0.4796455851916609,0.019248448406619115,0.04565979639903225
33,0.6777821008468294,0.0067778210084682945,-0.32221789915317056,0.02801802593829303,0.02355118400963216,0.48586727267709273,0.003048504398662019,0.04629143613294281
34,0.6910694698329305,0.006910694698329305,-0.3089305301670695,0.027025221236820877,0.02330326059319336,0.4847220177280492,-0.008307149333694693,0.049045490903844094
35,0.7039056039366212,0.007039056039366212,-0.29609439606337884,0.0178097957215304,0.02251819167928449,0.48386406795731907,-0.0023766684331850887,0.0377701410124528
36,0.7162978701990246,0.007162978701990246,-0.2837021298009754,0.016920839717354755,0.023888931288544475,0.4900112897157669,0.01469667942327415,0.033372891890206216
37,0.7282542059818116,0.007282542059818115,-0.27174579401818844,0.025029203380811316,0.022095228192107432,0.48473332102956446,0.0024039233424540223,0.04399698063859652
38,0.7397830512740042,0.0073978305127400425,-0.26021694872599577,0.018969245632339655,0.022158881456687533,0.48450676583010577,0.003069001095668525,0.03814770307006507
39,0.7508932836251672,0.0075089328362516715,-0.24910671637483284,0.025601243359390003,0.02253955610674517,0.48202040277678393,0.010559532791376114,0.04351505299965883
40,0.7615941559557646,0.007615941559557646,-0.23840584404423537,0.027982321632062566,0.022521909069398355,0.4783253001755682,0.0107018715011534,0.04622638506557921
41,0.7718952374404182,0.007718952374404182,-0.2281047625595818,0.022968369584273677,0.021776210115259063,0.47114180131205197,-0.01732146304004408,0.04736515140995897
42,0.7818063576087741,0.007818063576087742,-0.21819364239122585,0.013672028158405989,0.021833138235298723,0.4757198588601474,-0.006469742188246214,0.03587217914775528
43,0.7913375537619973,0.007913375537619973,-0.20866244623800267,0.01054629519710253,0.02051309390186236,0.4775684506728731,0.0047223425434163675,0.02957288002402618
44,0.8004990217606296,0.008004990217606296,-0.1995009782393704,0.019622747621755917,0.019577252277140987,0.4845791161060333,0.02279723346020609,0.03462529914646313
45,0.8093010702017811,0.008093010702017811,-0.1906989297982189,0.021847075268883128,0.020798060914565777,0.48699567184366027,-0.0015932214637046102,0.04292405523552463
46,0.8177540779702877,0.008177540779702876,-0.18224592202971235,0.021980750968615556,0.020310183344730014,0.4758354312387006,0.014471386117732217,0.03984329883201883
47,0.8258684551194573,0.008258684551194573,-0.17413154488054272,0.017459728164951605,0.01968930769262129,0.48372931983964196,0.01608903700453711,0.03491386469325115
48,0.8336546070121553,0.008336546070121553,-0.16634539298784468,0.010638369383804244,0.019080302806506896,0.4688399336461363,0.0016112340000008457,0.030185235359160036
49,0.8411229016320432,0.008411229016320432,-0.15887709836795683,0.01179981751945512,0.0190373916532202,0.4738898102579446,-0.0011515544189525575,0.03198155513482875
50,0.8482836399575131,0.00848283639957513,-0.1517163600424869,0.015541618802295676,0.018493268237417114,0.4618032605483614,0.010262216216531294,0.033589611311667954
51,0.8551470292769645,0.008551470292769646,-0.1448529707230355,0.06339453016247215,0.021260679699480534,0.4677378761357275,0.010928614340032098,0.08399234124427211
52,0.8617231593133066,0.008617231593133066,-0.13827684068669344,0.022795575823442174,0.01863488159945299,0.45571093518158484,0.02731563529834665,0.03900353266889679
53,0.8680219810175624,0.008680219810175624,-0.13197801898243755,0.020785536291880596,0.01822513919965974,0.4496703430496413,0.01353342841572032,0.038722479828344335
54,0.874053287886007,0.00874053287886007,-0.125946712113993,0.014750861725368505,0.017210658109778988,0.47292220541115465,-0.0006405844419375704,0.0340081659017195
55,0.8798266996519848,0.008798266996519848,-0.12017330034801521,0.01830107315266826,0.017268104655346995,0.46176999910124417,-0.015616139637884396,0.039433431651057865
56,0.8853516482022625,0.008853516482022625,-0.11464835179773747,0.015143484302700079,0.016780375727805597,0.4516345529720701,-0.012069767927108654,0.03538235081038598
57,0.8906373655681183,0.008906373655681183,-0.10936263443188166,0.014343023376443005,0.015856242449633007,0.4463771807736364,-0.003666516891198939,0.03284176694357704
58,0.8956928738431646,0.008956928738431647,-0.10430712615683535,0.01043655220338882,0.017405475987571067,0.4416287351271202,-0.00860991992722747,0.030880226255876237
59,0.9005269768828863,0.009005269768828863,-0.0994730231171137,0.007689481504775327,0.016377856425041783,0.4379961105256245,-0.020579337318034456,0.028429545558475215
60,0.9051482536448667,0.009051482536448668,-0.09485174635513327,0.0053469265674658375,0.01503264447995301,0.4430026252721918,-0.009165245676332891,0.023832868608035917
61,0.9095650530334249,0.009095650530334249,-0.09043494696657506,0.006931461686878626,0.015393237840255787,0.43945903973332767,-0.005922256940815212,0.025465357133412157
62,0.9137854901178277,0.009137854901178277,-0.08621450988217227,0.00762545451690475,0.015615771685180992,0.43454602360725403,-0.0031884207855910063,0.026140627306725443
63,0.91781744359907,0.009178174435990701,-0.08218255640092997,0.009003879217398834,0.015201054513454437,0.4245396826801629,-0.011339095260562568,0.027784047182649374
64,0.9216685544064713,0.009216685544064714,-0.07833144559352867,0.005501799043548968,0.015160758192811546,0.4380186015161975,-0.011318567120630679,0.02439867212148062
65,0.9253462253117413,0.009253462253117413,-0.07465377468825873,0.0071022732480397,0.014828323924528628,0.43677576913915833,0.002508897539067628,0.02467799570475673
66,0.9288576214547277,0.009288576214547277,-0.07114237854527228,0.011148318367335817,0.014197770217112425,0.4368198400941388,-0.000405859736051282,0.028422333621259392
67,0.9322096716816437,0.009322096716816436,-0.0677903283183563,0.006636071974283148,0.013846128697282281,0.4300401385488181,-0.011529048053740427,0.024334000696524465
68,0.9354090706030991,0.009354090706030991,-0.06459092939690092,0.02951687990270298,0.015236392344251788,0.4415723619789913,-0.006717638578265905,0.04833354572926102
69,0.938462281285704,0.009384622812857039,-0.06153771871429603,0.04820193465927552,0.01617189413257714,0.4386604469397972,0.01084776264254068,0.06682776296832438
70,0.9413755384972873,0.009413755384972872,-0.05862446150271272,0.026343091310740543,0.015466073688505024,0.41315669129634724,0.007461341370924793,0.044354414599465916
71,0.9441548524318542,0.009441548524318541,-0.05584514756814585,0.019365498438830776,0.014731189155758455,0.4034554752810248,-0.0020627359064809723,0.03719846032367184
72,0.9468060128462681,0.00946806012846268,-0.053193987153731914,0.015500815581241301,0.01357148510628733,0.39185604453086853,-0.015911519340769356,0.03290689280577775
73,0.9493345935462567,0.009493345935462567,-0.05066540645374329,0.013951725127769569,0.013410527371512404,0.39269841847748593,-0.032510938411899684,0.03205800494821421
74,0.9517459571646616,0.009517459571646616,-0.04825404283533841,0.008181964369402427,0.012703359102958748,0.3879004197901693,-0.031189174996158947,0.02546916534353433
75,0.9540452601799487,0.009540452601799487,-0.04595473982005127,0.010540162012430614,0.013154710498477879,0.3783371114525302,-0.03728067585074439,0.02841308213577702
76,0.9562374581277389,0.00956237458127739,-0.04376254187226114,0.006785677948661534,0.012669608390344114,0.36579646581205827,-0.04579696924714693,0.02440290663648268
77,0.9583273109626391,0.009583273109626391,-0.04167268903736088,0.01021748990852161,0.01228901485366554,0.36085769534111023,-0.047927967294275856,0.02744987330816943
78,0.9603193885318451,0.00960319388531845,-0.039680611468154936,0.006344200633787389,0.012119872808649108,0.3610167195057047,-0.04797851275010356,0.023353880110742718
79,0.9622180761259218,0.009622180761259218,-0.037781923874078194,0.009831959801196152,0.011318821692839265,0.35113059138429575,-0.030911843565389,0.025269685842996013
80,0.9640275800758169,0.009640275800758168,-0.0359724199241831,0.007534605934653945,0.011651645896249804,0.3436037276325555,-0.04174745474652997,0.023581305743548376
81,0.9657519333685447,0.009657519333685447,-0.0342480666314553,0.007699351009093867,0.011908047069827545,0.33557644486427307,-0.049323310144245625,0.024129634305577855
82,0.9673950012571182,0.009673950012571183,-0.03260499874288181,0.0076716310537323865,0.011761655155890461,0.33208852543913087,-0.05189956065492127,0.023954590445320154
83,0.9689604868431823,0.009689604868431822,-0.031039513156817744,0.005550861677781133,0.011006618841904504,0.3307198928347949,-0.03295208099458752,0.02044320177158405
84,0.9704519366134539,0.00970451936613454,-0.02954806338654614,0.007778134822227253,0.011152237139899155,0.33196800870114357,-0.04976625038824718,0.0232929314069193
85,0.9718727459135088,0.009718727459135088,-0.028127254086491194,0.019723275901171667,0.011157250104086667,0.3284891204073511,-0.052580440718006216,0.0352381434901778
86,0.9732261643446702,0.009732261643446703,-0.02677383565532976,0.023821946570713973,0.01207121908022412,0.3289301272096305,-0.042570426055543314,0.039910981014114
87,0.9745153010717769,0.009745153010717768,-0.025484698928223137,0.008916226623114198,0.011120836515429205,0.3250367805875581,-0.043697943216478775,0.02403481409017896
