epoch,alpha,beta,gamma,L_cls,L_mmd,L_disc,L_lsd,total_loss
1,0.024994792968420665,0.00024994792968420666,-0.9750052070315793,0.5717412865367429,0.04319897457828809,0.19713321276779833,-0.0023749880046093964,0.5751859309344456
2,0.049958374957880025,0.0004995837495788002,-0.95004162504212,0.44396529988995914,0.03244689627197282,0.2912491814329706,-0.0019495283359619547,0.44758393178726064
3,0.0748596906874992,0.000748596906874992,-0.9251403093125008,0.3873210734334485,0.029545569696046155,0.33820074539760064,-0.0026109567342841884,0.39220152487014903
4,0.0996679946249559,0.000996679946249559,-0.9003320053750441,0.3468223923239215,0.028352597439340477,0.36441732737524757,-0.004152486661794306,0.3537500639413965
5,0.12435300177159614,0.0012435300177159614,-0.8756469982284039,0.3181830829587476,0.026812278376571064,0.3832700653322812,-0.0026663955198681175,0.3243286995024517
6,0.14888503362331806,0.0014888503362331807,-0.8511149663766819,0.2938899266822585,0.028074213303625584,0.3930358537312212,-0.003045582491001275,0.30124706723566713
7,0.17323515783466026,0.0017323515783466026,-0.8267648421653397,0.2717611316976876,0.02606978370197888,0.4046777759132714,-0.0024795008099192336,0.27902834220179196
8,0.197375320224904,0.00197375320224904,-0.802624679775096,0.2540629619154437,0.026021677615313696,0.4142054298828388,0.0007299019745350333,0.2594306977658436
9,0.22127846789844408,0.002212784678984441,-0.7787215321015559,0.23962331434776044,0.025856628179036337,0.4214426541122897,-0.004005798246061173,0.24939679354429245
10,0.2449186624037092,0.002449186624037092,-0.7550813375962908,0.2249312968603496,0.024867894962943834,0.42743532924816524,9.05094189122259e-05,0.23200043624845043
11,0.2682711820216015,0.002682711820216015,-0.7317288179783985,0.2155676669087903,0.024370028797922463,0.4334227190963153,-0.00019536163368872526,0.2234111438537466
12,0.2913126124515908,0.002913126124515908,-0.7086873875484092,0.20395474187259016,0.02390625555839004,0.43838633853813697,0.0016339900110575274,0.21103802271958055
13,0.31402092534699766,0.0031402092534699765,-0.6859790746530023,0.1958514338937299,0.0233101730459723,0.4426143996674439,0.001824334225163731,0.2033097623237248
14,0.3363755443363323,0.003363755443363323,-0.6636244556636677,0.18303494515090152,0.023106062784790993,0.4465103133999068,0.0027348154770403072,0.19049432000209546
15,0.35835739835078595,0.0035835739835078594,-0.641642601649214,0.17613902636643114,0.02355448448837831,0.44959114235022973,-0.0021079697614587874,0.18754365539242482
16,0.379948962255225,0.0037994896225522503,-0.620051037744775,0.16428305594057874,0.02254501739838,0.45404575045766504,0.0025650490862407704,0.1729836905824727
17,0.401134284947946,0.00401134284947946,-0.598865715052054,0.15938380977203107,0.022727115689937412,0.45621718980115034,0.0006688653600827694,0.16992991918633724
18,0.4218990052500078,0.004218990052500078,-0.5781009947499922,0.15335358345303043,0.02194566809540165,0.46055525335772285,0.0007806106479055697,0.16410424496079312
19,0.44223035604572614,0.004422303560457261,-0.5577696439542739,0.1447729616072671,0.021616262865477597,0.46187778793532275,0.003724276580057982,0.15429760387231564
20,0.4621171572600098,0.004621171572600098,-0.5378828427399902,0.13863973820517803,0.02152647829518236,0.46506284434219886,0.002049596658064823,0.1496341864353624
21,0.481549798364308,0.00481549798364308,-0.518450201635692,0.12992208695103383,0.021297407689793355,0.46780455729057047,0.004382605206046719,0.14015839981107875
22,0.5005202111902354,0.005005202111902354,-0.4994797888097646,0.12081420485829485,0.020964827902358155,0.46969409338359175,0.006556095557808193,0.13038380161441607
23,0.519021833898222,0.00519021833898222,-0.480978166101778,0.12180016087046985,0.021637037942378687,0.47184002193911323,0.005610919406472962,0.13278047881763558
24,0.5370495669980351,0.005370495669980351,-0.4629504330019649,0.11730145547410538,0.021564354285083968,0.4734436771992979,0.005336510012747222,0.12895467093792454
